Date,Temperature,Humidity,Rainfall
2023-01-05,23.47,74.59,0.0
2023-01-06,24.22,76.96,0.35
2023-01-07,24.52,80.68,0.32
2023-01-08,25.45,74.3,9.22
2023-01-09,26.55,80.37,3.51
2023-01-10,26.92,74.24,0.92
2023-01-11,26.61,82.61,0.0
2023-01-12,26.2,78.18,2.74
2023-01-13,25.14,79.16,2.51
2023-01-14,27.37,77.14,4.1
2023-01-15,26.38,79.51,4.91
2023-01-16,25.12,78.77,2.33
2023-01-17,25.82,78.01,0.0
2023-01-18,27.74,74.07,0.0
2023-01-19,28.04,79.8,0.0
2023-01-20,25.75,72.75,0.0
2023-01-21,28.88,76.36,5.8
2023-01-22,27.76,77.25,5.79
2023-01-23,27.5,71.16,0.34
2023-01-24,25.84,80.34,0.0
2023-01-25,29.24,77.56,1.45
2023-01-26,27.11,73.86,5.06
2023-01-27,26.49,80.7,0.0
2023-01-28,26.88,76.9,1.24
2023-01-29,27.29,74.42,0.0
2023-01-30,26.48,75.48,0.0
2023-01-31,28.16,81.94,4.66
2023-02-01,27.5,79.49,6.59
2023-02-02,25.96,82.34,0.0
2023-02-03,26.89,71.34,7.14
2023-02-04,26.7,70.94,6.52
2023-02-05,27.1,77.33,0.0
2023-02-06,27.42,78.82,0.0
2023-02-07,28.23,76.19,8.37
2023-02-08,27.82,75.86,0.0
2023-02-09,27.99,78.15,0.63
2023-02-10,27.49,74.9,0.0
2023-02-11,29.0,71.02,4.1
2023-02-12,28.1,75.16,5.51
2023-02-13,30.43,73.85,1.0
2023-02-14,27.6,72.54,0.7
2023-02-15,28.52,78.26,6.22
2023-02-16,29.92,72.77,0.0
2023-02-17,27.53,74.34,2.81
2023-02-18,27.78,69.19,0.0
2023-02-19,27.68,74.89,0.96
2023-02-20,28.72,71.56,3.93
2023-02-21,28.61,66.91,0.0
2023-02-22,29.17,75.75,8.84
2023-02-23,30.12,73.28,3.0
2023-02-24,27.9,68.86,0.0
2023-02-25,28.72,70.5,0.75
2023-02-26,29.56,67.75,0.0
2023-02-27,26.69,73.11,2.13
2023-02-28,28.72,66.35,11.51
2023-03-01,28.84,73.1,0.0
2023-03-02,28.73,72.27,0.0
2023-03-03,29.66,69.39,3.84
2023-03-04,30.52,75.1,0.0
2023-03-05,28.92,66.96,3.9
2023-03-06,31.69,71.17,10.62
2023-03-07,28.83,66.52,0.0
2023-03-08,29.51,68.76,0.05
2023-03-09,29.82,68.67,9.69
2023-03-10,28.11,66.93,3.54
2023-03-11,30.13,66.21,0.0
2023-03-12,29.72,67.01,10.5
2023-03-13,29.88,63.64,0.0
2023-03-14,30.79,68.56,0.0
2023-03-15,29.83,67.98,0.0
2023-03-16,30.91,69.39,0.0
2023-03-17,28.49,66.66,4.59
2023-03-18,29.6,65.8,7.81
2023-03-19,31.13,65.81,2.73
2023-03-20,29.81,60.15,5.38
2023-03-21,28.69,61.96,7.46
2023-03-22,28.77,60.97,2.97
2023-03-23,29.18,56.29,0.0
2023-03-24,28.64,61.6,3.42
2023-03-25,30.46,63.83,4.95
2023-03-26,27.16,62.18,0.0
2023-03-27,29.16,60.58,0.0
2023-03-28,28.6,56.26,3.52
2023-03-29,28.62,62.05,3.84
2023-03-30,29.43,59.57,4.14
2023-03-31,28.76,61.52,2.85
2023-04-01,30.48,53.92,4.2
2023-04-02,29.21,62.74,2.71
2023-04-03,29.45,61.42,3.14
2023-04-04,30.83,57.85,6.65
2023-04-05,30.26,57.25,0.25
2023-04-06,30.11,61.89,0.0
2023-04-07,29.95,58.69,8.9
2023-04-08,28.84,58.17,6.73
2023-04-09,30.26,53.65,7.06
2023-04-10,32.06,61.86,0.0
2023-04-11,29.67,61.68,2.51
2023-04-12,28.91,56.29,0.0
2023-04-13,28.38,60.03,0.48
2023-04-14,27.96,52.2,4.81
2023-04-15,29.52,55.37,0.0
2023-04-16,29.3,56.78,9.41
2023-04-17,30.86,52.71,1.76
2023-04-18,29.71,54.13,0.0
2023-04-19,30.43,55.42,0.21
2023-04-20,30.37,54.33,5.17
2023-04-21,30.91,54.88,0.0
2023-04-22,29.38,53.03,7.13
2023-04-23,30.62,50.6,0.0
2023-04-24,30.07,45.61,0.0
2023-04-25,28.53,52.66,0.99
2023-04-26,28.53,50.56,0.0
2023-04-27,29.94,55.69,0.0
2023-04-28,29.16,52.23,0.0
2023-04-29,27.23,53.81,2.1
2023-04-30,29.66,48.64,2.87
2023-05-01,29.62,50.63,4.04
2023-05-02,29.51,49.23,7.99
2023-05-03,30.8,53.0,0.0
2023-05-04,28.83,51.76,0.0
2023-05-05,27.64,52.97,0.3
2023-05-06,29.77,52.89,0.0
2023-05-07,29.24,48.95,2.42
2023-05-08,29.63,47.07,3.72
2023-05-09,29.63,44.91,0.0
2023-05-10,29.08,46.66,0.0
2023-05-11,28.32,47.49,3.98
2023-05-12,28.75,46.35,6.12
2023-05-13,28.61,53.48,2.42
2023-05-14,28.25,46.35,0.0
2023-05-15,28.8,46.02,10.83
2023-05-16,28.47,46.66,0.03
2023-05-17,28.58,46.3,0.0
2023-05-18,27.38,48.12,0.0
2023-05-19,28.12,48.4,0.0
2023-05-20,27.19,47.63,8.9
2023-05-21,27.22,44.38,0.0
2023-05-22,29.59,42.51,0.0
2023-05-23,27.13,44.49,7.56
2023-05-24,28.56,47.07,0.0
2023-05-25,26.32,40.55,0.74
2023-05-26,27.84,45.37,0.4
2023-05-27,28.91,41.61,0.63
2023-05-28,28.58,43.16,7.34
2023-05-29,26.98,42.63,9.03
2023-05-30,28.45,42.42,9.74
2023-05-31,27.21,44.78,3.1
2023-06-01,26.54,47.06,27.91
2023-06-02,26.22,41.31,34.45
2023-06-03,25.35,42.73,6.19
2023-06-04,27.75,45.15,37.87
2023-06-05,27.98,39.84,0.0
2023-06-06,28.8,43.01,41.34
2023-06-07,26.7,45.59,29.54
2023-06-08,26.64,40.37,1.07
2023-06-09,26.33,37.71,27.86
2023-06-10,27.12,35.89,36.15
2023-06-11,26.88,40.82,2.6
2023-06-12,25.14,34.72,33.94
2023-06-13,27.04,39.26,0.0
2023-06-14,27.05,38.76,1.33
2023-06-15,26.66,42.4,21.47
2023-06-16,26.08,41.59,0.0
2023-06-17,24.32,35.8,10.11
2023-06-18,26.25,36.63,0.0
2023-06-19,25.96,42.02,7.81
2023-06-20,25.52,42.29,32.33
2023-06-21,25.97,43.78,23.91
2023-06-22,25.59,41.38,13.87
2023-06-23,25.8,42.05,22.46
2023-06-24,25.53,45.3,2.26
2023-06-25,25.09,36.24,38.01
2023-06-26,24.36,42.12,15.21
2023-06-27,24.15,39.87,25.38
2023-06-28,25.64,38.62,24.56
2023-06-29,25.18,38.76,47.03
2023-06-30,25.54,43.82,23.33
2023-07-01,25.48,35.27,59.38
2023-07-02,24.83,42.01,0.0
2023-07-03,26.79,43.03,8.57
2023-07-04,24.28,45.43,10.27
2023-07-05,24.77,39.92,0.0
2023-07-06,24.11,38.2,14.46
2023-07-07,24.17,35.51,49.91
2023-07-08,23.41,40.72,10.29
2023-07-09,25.04,37.15,11.23
2023-07-10,23.74,40.4,20.87
2023-07-11,24.84,39.7,0.0
2023-07-12,25.17,41.6,9.41
2023-07-13,24.0,39.87,47.08
2023-07-14,23.4,40.03,33.08
2023-07-15,24.16,44.22,9.7
2023-07-16,24.33,40.86,31.83
2023-07-17,24.33,44.43,4.35
2023-07-18,22.27,38.37,39.66
2023-07-19,25.02,42.24,0.0
2023-07-20,22.56,42.08,35.53
2023-07-21,21.97,39.8,5.23
2023-07-22,23.89,37.81,25.04
2023-07-23,22.85,38.52,32.17
2023-07-24,23.22,42.47,12.34
2023-07-25,23.25,44.5,9.78
2023-07-26,24.67,42.49,22.56
2023-07-27,23.02,45.9,31.41
2023-07-28,23.27,42.73,12.26
2023-07-29,22.38,41.85,10.28
2023-07-30,21.94,42.51,5.74
2023-07-31,23.43,44.95,25.41
2023-08-01,23.08,46.26,40.3
2023-08-02,24.0,37.51,0.0
2023-08-03,21.58,44.13,31.91
2023-08-04,22.65,43.62,11.6
2023-08-05,22.97,46.21,17.67
2023-08-06,20.46,44.67,15.97
2023-08-07,20.79,41.96,28.8
2023-08-08,22.48,39.13,41.27
2023-08-09,22.16,40.22,37.36
2023-08-10,21.22,37.91,14.88
2023-08-11,22.7,50.92,38.87
2023-08-12,20.83,45.02,30.96
2023-08-13,20.22,44.3,14.77
2023-08-14,21.68,44.84,2.98
2023-08-15,21.67,45.82,0.0
2023-08-16,22.42,46.06,25.4
2023-08-17,21.64,43.14,42.21
2023-08-18,22.19,47.69,0.0
2023-08-19,20.32,45.0,41.78
2023-08-20,22.1,48.25,33.16
2023-08-21,20.14,47.08,47.34
2023-08-22,22.15,49.53,5.48
2023-08-23,20.87,48.45,11.64
2023-08-24,21.01,43.06,30.99
2023-08-25,20.55,46.69,35.61
2023-08-26,20.79,50.83,40.58
2023-08-27,20.55,49.02,0.0
2023-08-28,19.36,50.61,0.0
2023-08-29,19.95,48.13,28.43
2023-08-30,20.1,51.99,15.05
2023-08-31,20.95,47.82,5.76
2023-09-01,21.17,53.36,39.11
2023-09-02,20.29,50.36,25.77
2023-09-03,20.94,48.3,22.9
2023-09-04,20.97,52.77,47.45
2023-09-05,20.17,52.04,29.24
2023-09-06,18.01,49.75,38.79
2023-09-07,20.45,45.78,22.27
2023-09-08,21.83,54.14,14.26
2023-09-09,19.81,54.68,8.26
2023-09-10,21.06,53.46,35.86
2023-09-11,19.58,49.61,38.05
2023-09-12,19.6,52.05,4.97
2023-09-13,22.34,56.08,12.07
2023-09-14,20.13,51.49,12.91
2023-09-15,19.24,52.09,34.5
2023-09-16,21.31,52.95,10.04
2023-09-17,20.45,58.6,22.29
2023-09-18,20.51,53.11,8.89
2023-09-19,18.21,51.71,19.73
2023-09-20,19.74,56.78,25.05
2023-09-21,20.14,60.21,44.26
2023-09-22,19.9,53.24,21.6
2023-09-23,19.03,58.99,29.06
2023-09-24,19.7,59.77,18.93
2023-09-25,21.47,56.22,15.73
2023-09-26,19.63,57.95,2.31
2023-09-27,20.65,58.81,20.82
2023-09-28,21.52,58.84,19.69
2023-09-29,19.86,56.49,18.61
2023-09-30,19.86,63.79,19.37
2023-10-01,21.18,54.77,0.0
2023-10-02,21.18,58.34,0.0
2023-10-03,20.69,59.9,3.04
2023-10-04,18.79,65.08,6.62
2023-10-05,20.54,58.41,6.45
2023-10-06,20.27,65.11,0.33
2023-10-07,20.28,60.75,2.81
2023-10-08,21.78,59.99,5.91
2023-10-09,19.09,58.22,6.6
2023-10-10,21.89,66.07,0.0
2023-10-11,18.4,59.9,0.0
2023-10-12,18.98,63.83,3.64
2023-10-13,20.17,63.95,10.28
2023-10-14,19.81,66.41,1.89
2023-10-15,20.62,62.1,1.02
2023-10-16,20.95,67.34,2.49
2023-10-17,19.13,66.0,0.0
2023-10-18,20.04,66.8,5.72
2023-10-19,20.46,62.52,0.0
2023-10-20,18.94,70.15,0.17
2023-10-21,20.09,67.97,0.0
2023-10-22,20.32,67.75,0.0
2023-10-23,20.73,69.09,0.0
2023-10-24,20.0,60.69,0.0
2023-10-25,21.56,69.46,0.0
2023-10-26,20.37,75.46,8.52
2023-10-27,20.29,64.42,0.61
2023-10-28,18.96,70.58,0.0
2023-10-29,19.65,74.28,6.06
2023-10-30,20.02,69.58,6.82
2023-10-31,19.23,69.48,10.88
2023-11-01,20.24,71.34,2.44
2023-11-02,19.86,69.53,0.0
2023-11-03,17.48,75.64,4.83
2023-11-04,21.74,73.17,0.72
2023-11-05,22.09,70.08,4.21
2023-11-06,21.32,74.03,5.21
2023-11-07,21.08,68.48,1.39
2023-11-08,21.01,71.18,3.61
2023-11-09,18.77,69.13,0.0
2023-11-10,21.09,74.33,0.0
2023-11-11,19.76,73.78,4.15
2023-11-12,20.29,71.84,0.0
2023-11-13,19.93,73.22,0.0
2023-11-14,21.47,70.32,0.0
2023-11-15,24.09,73.46,3.9
2023-11-16,21.02,68.96,0.0
2023-11-17,22.93,72.36,0.0
2023-11-18,22.08,74.16,10.32
2023-11-19,23.27,70.84,0.0
2023-11-20,22.95,74.05,0.0
2023-11-21,19.98,75.37,2.53
2023-11-22,23.0,72.99,4.37
2023-11-23,22.51,81.33,11.61
2023-11-24,20.87,73.49,0.21
2023-11-25,22.51,74.82,4.17
2023-11-26,20.74,70.8,3.94
2023-11-27,22.43,81.53,2.29
2023-11-28,23.47,79.99,1.23
2023-11-29,22.62,70.48,0.0
2023-11-30,21.25,78.46,0.57
2023-12-01,22.23,77.0,0.0
2023-12-02,22.95,80.1,0.05
2023-12-03,23.5,71.78,0.0
2023-12-04,22.96,74.01,3.46
2023-12-05,22.47,75.29,7.13
2023-12-06,22.36,80.02,5.79
2023-12-07,23.47,79.51,5.11
2023-12-08,24.71,75.04,0.0
2023-12-09,23.85,76.17,6.06
2023-12-10,22.59,77.54,4.35
2023-12-11,24.55,79.42,0.0
2023-12-12,23.3,84.18,3.3
2023-12-13,24.97,79.32,7.31
2023-12-14,23.48,79.57,3.47
2023-12-15,24.73,80.21,3.27
2023-12-16,23.41,79.01,0.01
2023-12-17,23.66,84.53,2.23
2023-12-18,25.33,81.51,0.0
2023-12-19,22.7,78.56,6.71
2023-12-20,24.3,79.67,1.02
2023-12-21,23.57,79.48,1.54
2023-12-22,24.52,84.43,0.0
2023-12-23,24.44,73.27,0.0
2023-12-24,26.72,82.38,0.0
2023-12-25,24.84,81.21,2.05
2023-12-26,23.36,78.56,0.56
2023-12-27,24.25,76.91,0.0
2023-12-28,25.46,79.2,9.61
2023-12-29,24.52,77.53,4.49
2023-12-30,25.63,81.89,3.07
2023-12-31,26.37,77.58,7.33
